Time (seconds)	TX_1 (S_21 (dB))	TX_2 (S_21 (dB))	TX_3 (S_21 (dB))	TX_4 (S_21 (dB))	TX_5 (S_21 (dB))	TX_6 (S_21 (dB))	TX_7 (S_21 (dB))	TX_8 (S_21 (dB))	
4.5417	-13.6969-0.0096i	-29.1898-0.0617i	-12.7747+0.0029i	-7.5104+0.1558i	-29.3333-0.0618i	-35.5381-0.0629i	-5.1211+1.4105i	-40.1600-0.0632i
4.5438	-13.6806-0.0094i	-29.2437-0.0618i	-12.6893+0.0042i	-7.4019+0.1614i	-29.3297-0.0618i	-35.4383-0.0629i	-5.0377+1.4022i	-40.2109-0.0632i
4.5458	-13.6761-0.0093i	-29.1846-0.0617i	-12.6443+0.0049i	-7.3414+0.1645i	-29.3639-0.0618i	-35.5560-0.0629i	-5.0207+1.4005i	-40.1771-0.0632i
4.5479	-13.6906-0.0095i	-29.1970-0.0617i	-12.5712+0.0061i	-7.2330+0.1703i	-29.2879-0.0618i	-35.4349-0.0629i	-4.9556+1.3939i	-40.1581-0.0632i
4.5500	-13.6927-0.0095i	-29.1641-0.0617i	-12.5163+0.0069i	-7.1730+0.1736i	-29.2965-0.0618i	-35.5368-0.0629i	-4.9088+1.3890i	-40.1968-0.0632i
4.5521	-13.7207-0.0099i	-29.2079-0.0617i	-12.4403+0.0082i	-7.0787+0.1788i	-29.2845-0.0618i	-35.3951-0.0629i	-4.8383+1.3815i	-40.2154-0.0632i
4.5542	-13.7368-0.0101i	-29.1743-0.0617i	-12.3880+0.0090i	-7.0135+0.1825i	-29.2902-0.0618i	-35.4689-0.0629i	-4.7737+1.3744i	-40.2242-0.0632i
4.5563	-13.7265-0.0099i	-29.2338-0.0618i	-12.3056+0.0104i	-6.8910+0.1896i	-29.2425-0.0618i	-35.3434-0.0629i	-4.7192+1.3684i	-40.1861-0.0632i
4.5583	-13.7233-0.0099i	-29.2239-0.0618i	-12.2430+0.0114i	-6.8186+0.1939i	-29.2144-0.0617i	-35.4877-0.0629i	-4.6995+1.3661i	-40.1179-0.0632i
4.5604	-13.7909-0.0107i	-29.2467-0.0618i	-12.1550+0.0129i	-6.7033+0.2009i	-29.2014-0.0617i	-35.3175-0.0629i	-4.5850+1.3528i	-40.1126-0.0632i
4.5625	-13.7754-0.0105i	-29.2406-0.0618i	-11.9634+0.0163i	-6.4694+0.2159i	-29.2027-0.0617i	-35.3733-0.0629i	-4.5366+1.3470i	-40.1027-0.0632i
4.5646	-13.7404-0.0101i	-29.2042-0.0617i	-12.1372+0.0132i	-6.6259+0.2058i	-29.1422-0.0617i	-35.3076-0.0629i	-4.6113+1.3559i	-40.0520-0.0632i
4.5667	-13.7505-0.0102i	-29.1958-0.0617i	-12.0372+0.0150i	-6.4873+0.2147i	-29.0843-0.0617i	-35.3878-0.0629i	-4.6164+1.3565i	-40.2298-0.0632i
4.5687	-13.7399-0.0101i	-29.2263-0.0618i	-11.9213+0.0171i	-6.3246+0.2256i	-29.0355-0.0617i	-35.2739-0.0629i	-4.5943+1.3539i	-40.2742-0.0632i
4.5708	-13.7452-0.0102i	-29.2132-0.0617i	-11.8308+0.0188i	-6.2183+0.2330i	-29.0407-0.0617i	-35.3765-0.0629i	-4.5181+1.3448i	-40.0145-0.0631i
4.5729	-13.7578-0.0103i	-29.2229-0.0618i	-11.9063+0.0174i	-6.2901+0.2280i	-28.9675-0.0617i	-35.2803-0.0629i	-4.5008+1.3427i	-40.0870-0.0632i
4.5750	-13.7458-0.0102i	-29.1869-0.0617i	-11.8314+0.0187i	-6.2013+0.2342i	-28.9229-0.0616i	-35.3939-0.0629i	-4.5058+1.3433i	-39.9285-0.0631i
4.5771	-13.7526-0.0103i	-29.2306-0.0618i	-11.8980+0.0175i	-6.2631+0.2298i	-28.8711-0.0616i	-35.2856-0.0629i	-4.4518+1.3366i	-39.9945-0.0631i
4.5792	-13.7513-0.0102i	-29.1654-0.0617i	-11.8437+0.0185i	-6.1842+0.2354i	-28.9079-0.0616i	-35.3251-0.0629i	-4.4458+1.3359i	-39.9954-0.0631i
4.5812	-13.7925-0.0107i	-29.2245-0.0618i	-11.9009+0.0175i	-6.2960+0.2276i	-28.8928-0.0616i	-35.1714-0.0629i	-4.3719+1.3264i	-40.0697-0.0632i
4.5833	-13.7831-0.0106i	-29.1879-0.0617i	-11.8848+0.0178i	-6.2388+0.2315i	-28.9028-0.0616i	-35.2751-0.0629i	-4.3941+1.3293i	-39.9101-0.0631i
4.5854	-13.7637-0.0104i	-29.2106-0.0617i	-11.9291+0.0169i	-6.3015+0.2272i	-28.8435-0.0616i	-35.1222-0.0629i	-4.3502+1.3236i	-39.8703-0.0631i
4.5875	-13.7897-0.0107i	-29.1946-0.0617i	-11.9024+0.0174i	-6.2647+0.2297i	-28.8328-0.0616i	-35.2608-0.0629i	-4.3431+1.3227i	-39.8134-0.0631i
4.5896	-13.7770-0.0106i	-29.1793-0.0617i	-11.9036+0.0174i	-6.2181+0.2330i	-28.8075-0.0616i	-35.0494-0.0629i	-4.3286+1.3208i	-39.6942-0.0631i
4.5917	-13.6830-0.0094i	-29.1706-0.0617i	-11.8872+0.0177i	-6.1753+0.2360i	-28.8101-0.0616i	-35.2214-0.0629i	-4.4668+1.3385i	-39.5777-0.0631i
4.5938	-13.7393-0.0101i	-29.2182-0.0618i	-11.8974+0.0175i	-6.2015+0.2341i	-28.8112-0.0616i	-34.9759-0.0629i	-4.3855+1.3282i	-39.6044-0.0631i
4.5958	-13.8081-0.0109i	-29.2020-0.0617i	-11.8727+0.0180i	-6.2245+0.2325i	-28.8948-0.0616i	-34.9917-0.0629i	-4.3147+1.3190i	-39.4709-0.0631i
4.5979	-13.7949-0.0108i	-29.1990-0.0617i	-11.8921+0.0176i	-6.1950+0.2346i	-28.7790-0.0616i	-34.8852-0.0629i	-4.3603+1.3249i	-39.2179-0.0631i
4.6000	-13.8303-0.0112i	-29.1775-0.0617i	-11.9027+0.0174i	-6.1859+0.2353i	-28.7388-0.0616i	-35.0394-0.0629i	-4.3797+1.3275i	-39.0491-0.0631i
4.6021	-13.8035-0.0109i	-29.1738-0.0617i	-11.8764+0.0179i	-6.1460+0.2381i	-28.7380-0.0616i	-34.8982-0.0629i	-4.3686+1.3260i	-39.1356-0.0631i
4.6042	-13.8427-0.0113i	-29.1705-0.0617i	-11.8931+0.0176i	-6.1530+0.2376i	-28.7799-0.0616i	-34.9864-0.0629i	-4.3812+1.3277i	-38.9082-0.0631i
4.6063	-13.8467-0.0114i	-29.1887-0.0617i	-11.8987+0.0175i	-6.1137+0.2404i	-28.7014-0.0616i	-34.9147-0.0629i	-4.4075+1.3310i	-38.7794-0.0631i
4.6083	-13.8393-0.0113i	-29.1389-0.0617i	-11.9001+0.0175i	-6.0898+0.2422i	-28.7053-0.0616i	-34.9826-0.0629i	-4.4470+1.3360i	-38.7360-0.0631i
4.6104	-13.8510-0.0114i	-29.2171-0.0617i	-11.9094+0.0173i	-6.0938+0.2419i	-28.6785-0.0615i	-34.8749-0.0629i	-4.4163+1.3321i	-38.7379-0.0631i
4.6125	-13.8665-0.0116i	-29.2273-0.0618i	-11.9253+0.0170i	-6.0796+0.2429i	-28.6716-0.0615i	-34.9519-0.0629i	-4.4478+1.3361i	-38.7035-0.0631i
4.6146	-13.8521-0.0115i	-29.3212-0.0618i	-11.8996+0.0175i	-6.0383+0.2460i	-28.6861-0.0616i	-34.7898-0.0629i	-4.4176+1.3323i	-38.6800-0.0631i
4.6167	-13.8504-0.0114i	-29.3010-0.0618i	-11.9099+0.0173i	-6.0354+0.2462i	-28.6772-0.0615i	-34.8721-0.0629i	-4.4505+1.3365i	-38.6633-0.0631i
4.6188	-13.8509-0.0114i	-29.3992-0.0618i	-11.9320+0.0169i	-6.0751+0.2432i	-28.7095-0.0616i	-34.7233-0.0628i	-4.4172+1.3323i	-38.6453-0.0631i
4.6208	-13.8678-0.0116i	-29.4173-0.0618i	-11.9450+0.0167i	-6.0600+0.2444i	-28.6678-0.0615i	-34.8227-0.0629i	-4.4362+1.3347i	-38.4770-0.0631i
4.6229	-13.8719-0.0117i	-29.1636-0.0617i	-11.9292+0.0169i	-6.0263+0.2468i	-28.6785-0.0615i	-34.6540-0.0628i	-4.4106+1.3314i	-38.4008-0.0631i
4.6250	-13.8982-0.0120i	-29.1719-0.0617i	-11.9506+0.0166i	-6.0223+0.2471i	-28.6483-0.0615i	-34.7602-0.0629i	-4.4945+1.3419i	-38.1693-0.0631i
4.6271	-13.8704-0.0117i	-29.1287-0.0617i	-11.9400+0.0167i	-5.9687+0.2512i	-28.6272-0.0615i	-34.6409-0.0628i	-4.5714+1.3512i	-38.0968-0.0631i
4.6292	-13.9540-0.0126i	-29.0445-0.0617i	-11.9692+0.0162i	-5.9816+0.2502i	-28.6196-0.0615i	-34.7886-0.0629i	-4.4688+1.3387i	-38.3306-0.0631i
4.6312	-13.9029-0.0120i	-29.0891-0.0617i	-11.9807+0.0160i	-6.0274+0.2468i	-28.5981-0.0615i	-34.6430-0.0628i	-4.5411+1.3476i	-38.2628-0.0631i
4.6333	-14.0221-0.0134i	-28.9413-0.0616i	-12.0825+0.0142i	-6.1097+0.2407i	-28.4528-0.0615i	-34.7470-0.0628i	-4.5930+1.3538i	-37.9942-0.0631i
4.6354	-13.9339-0.0124i	-29.0122-0.0617i	-12.0964+0.0140i	-6.1337+0.2390i	-28.4521-0.0615i	-34.6779-0.0628i	-4.6522+1.3607i	-38.0006-0.0631i
4.6375	-14.1260-0.0146i	-28.8714-0.0616i	-12.1944+0.0123i	-6.2668+0.2296i	-28.4889-0.0615i	-34.8306-0.0629i	-4.6359+1.3588i	-37.7083-0.0631i
4.6396	-13.9952-0.0131i	-28.9803-0.0617i	-12.2219+0.0118i	-6.2819+0.2285i	-28.4100-0.0614i	-34.7070-0.0628i	-4.8039+1.3777i	-37.6336-0.0631i
4.6417	-14.1186-0.0145i	-28.9071-0.0616i	-12.3311+0.0100i	-6.4290+0.2185i	-28.2636-0.0614i	-34.8920-0.0629i	-4.8583+1.3836i	-37.3440-0.0630i
4.6437	-13.9289-0.0124i	-28.9654-0.0617i	-12.3660+0.0094i	-6.4625+0.2163i	-28.2194-0.0614i	-34.8629-0.0629i	-4.9942+1.3978i	-37.3407-0.0630i
4.6458	-14.1409-0.0148i	-28.8451-0.0616i	-12.4669+0.0077i	-6.6052+0.2071i	-28.1706-0.0613i	-34.6392-0.0628i	-5.0251+1.4010i	-36.9370-0.0630i
4.6479	-13.9532-0.0126i	-28.8642-0.0616i	-12.5185+0.0069i	-6.6612+0.2036i	-28.1031-0.0613i	-34.7069-0.0628i	-5.2334+1.4213i	-36.8533-0.0630i
4.6500	-14.0912-0.0142i	-28.8518-0.0616i	-12.3166+0.0102i	-6.4291+0.2185i	-27.9608-0.0612i	-34.8918-0.0629i	-5.2371+1.4216i	-36.4915-0.0630i
4.6521	-13.9127-0.0122i	-28.9725-0.0617i	-12.5935+0.0057i	-6.7707+0.1968i	-27.8968-0.0612i	-34.8430-0.0629i	-5.3300+1.4302i	-36.4158-0.0630i
4.6542	-13.7746-0.0105i	-28.9560-0.0617i	-12.4692+0.0077i	-6.5776+0.2089i	-27.7024-0.0611i	-34.7976-0.0629i	-5.4111+1.4376i	-36.0889-0.0630i
4.6562	-13.4933-0.0070i	-29.0437-0.0617i	-12.4089+0.0087i	-6.4787+0.2153i	-27.6325-0.0611i	-34.7851-0.0629i	-5.5239+1.4474i	-35.9680-0.0630i
4.6583	-13.3678-0.0054i	-29.0739-0.0617i	-12.3394+0.0098i	-6.3286+0.2253i	-27.4926-0.0610i	-35.0086-0.0629i	-5.6885+1.4612i	-35.6446-0.0629i
4.6604	-13.1830-0.0029i	-29.2732-0.0618i	-12.5043+0.0071i	-6.5618+0.2099i	-27.4268-0.0610i	-34.9768-0.0629i	-5.7549+1.4666i	-35.5700-0.0629i
4.6625	-13.0049-0.0004i	-29.2976-0.0618i	-12.4264+0.0084i	-6.3977+0.2206i	-27.2351-0.0609i	-35.0411-0.0629i	-5.9504+1.4819i	-35.2605-0.0629i
4.6646	-12.8872+0.0013i	-29.4129-0.0618i	-12.5743+0.0060i	-6.6422+0.2048i	-27.1667-0.0608i	-35.1199-0.0629i	-6.0479+1.4892i	-35.2103-0.0629i
4.6667	-12.7288+0.0036i	-29.4847-0.0618i	-12.5381+0.0066i	-6.5213+0.2125i	-26.9629-0.0607i	-34.5455-0.0628i	-6.3311+1.5093i	-34.8206-0.0629i
4.6688	-12.6401+0.0050i	-29.3766-0.0618i	-12.6286+0.0052i	-6.6559+0.2039i	-26.8809-0.0607i	-34.0307-0.0628i	-6.4293+1.5159i	-34.8779-0.0629i
4.6708	-12.5228+0.0068i	-29.5029-0.0618i	-12.6387+0.0050i	-6.5846+0.2084i	-26.6051-0.0605i	-33.5123-0.0627i	-6.7129+1.5341i	-34.5266-0.0628i
4.6729	-12.4350+0.0082i	-29.5604-0.0619i	-12.7153+0.0038i	-6.7009+0.2011i	-26.5362-0.0604i	-33.2639-0.0627i	-6.8248+1.5409i	-34.4847-0.0628i
4.6750	-12.3371+0.0099i	-29.6098-0.0619i	-12.7317+0.0036i	-6.6458+0.2045i	-26.3653-0.0603i	-32.7760-0.0626i	-7.1982+1.5622i	-34.1124-0.0628i
4.6771	-12.2400+0.0115i	-29.5611-0.0619i	-12.7188+0.0038i	-6.5205+0.2125i	-26.1956-0.0602i	-32.6297-0.0626i	-7.3779+1.5718i	-33.6957-0.0627i
4.6792	-12.1195+0.0136i	-29.6322-0.0619i	-12.7244+0.0037i	-6.4532+0.2169i	-26.0380-0.0601i	-32.2022-0.0625i	-7.7910+1.5923i	-33.4043-0.0627i
4.6813	-12.0826+0.0142i	-29.7290-0.0619i	-12.7129+0.0039i	-6.3910+0.2211i	-25.9007-0.0600i	-31.9941-0.0625i	-7.9680+1.6005i	-33.7199-0.0627i
4.6833	-11.9942+0.0158i	-29.7550-0.0619i	-12.6993+0.0041i	-6.3675+0.2227i	-25.9029-0.0600i	-31.6823-0.0624i	-8.3257+1.6160i	-33.0310-0.0626i
4.6854	-11.9481+0.0166i	-29.8602-0.0620i	-12.6778+0.0044i	-6.2386+0.2315i	-25.7651-0.0599i	-31.7534-0.0624i	-8.4550+1.6212i	-32.9487-0.0626i
4.6875	-11.9640+0.0163i	-29.9120-0.0620i	-12.6776+0.0044i	-6.2286+0.2322i	-25.7420-0.0599i	-31.4531-0.0624i	-8.9506+1.6401i	-32.7930-0.0626i
4.6896	-11.8621+0.0182i	-29.9187-0.0620i	-12.7852+0.0028i	-6.4603+0.2165i	-25.6064-0.0598i	-31.4393-0.0624i	-9.1657+1.6476i	-32.8309-0.0626i
4.6917	-11.8610+0.0182i	-30.0021-0.0620i	-12.6741+0.0045i	-6.3568+0.2234i	-25.6929-0.0598i	-31.2342-0.0623i	-9.5950+1.6615i	-32.4666-0.0626i
4.6937	-11.9666+0.0163i	-29.9926-0.0620i	-12.5483+0.0064i	-6.0477+0.2453i	-25.6559-0.0598i	-31.3192-0.0623i	-9.7878+1.6674i	-32.2994-0.0625i
4.6958	-11.9793+0.0160i	-30.0618-0.0620i	-12.5251+0.0068i	-6.0998+0.2414i	-25.7042-0.0599i	-31.1639-0.0623i	-10.1953+1.6789i	-32.0662-0.0625i
4.6979	-12.0858+0.0141i	-30.0959-0.0620i	-12.4730+0.0076i	-6.0647+0.2440i	-25.5744-0.0597i	-31.4321-0.0624i	-10.1556+1.6778i	-32.0223-0.0625i
4.7000	-12.1085+0.0137i	-30.1381-0.0620i	-12.4099+0.0087i	-6.0171+0.2475i	-25.6349-0.0598i	-31.3036-0.0623i	-10.2061+1.6791i	-31.8525-0.0624i
4.7021	-12.1718+0.0126i	-29.9696-0.0620i	-12.3387+0.0098i	-5.9920+0.2494i	-25.5436-0.0597i	-31.4969-0.0624i	-10.4611+1.6858i	-31.7168-0.0624i
4.7042	-12.2550+0.0112i	-30.0480-0.0620i	-12.2780+0.0108i	-5.9136+0.2553i	-25.7131-0.0599i	-31.4633-0.0624i	-11.1607+1.7022i	-31.3727-0.0623i
4.7062	-12.2809+0.0108i	-29.7920-0.0619i	-12.2722+0.0109i	-5.9086+0.2557i	-25.4854-0.0597i	-31.7355-0.0624i	-11.2996+1.7052i	-31.2684-0.0623i
4.7083	-12.3791+0.0092i	-29.8318-0.0620i	-12.1989+0.0122i	-5.8246+0.2623i	-25.5886-0.0598i	-31.7609-0.0624i	-11.7467+1.7141i	-31.1081-0.0623i
4.7104	-12.3671+0.0094i	-29.6180-0.0619i	-12.1927+0.0123i	-5.8192+0.2627i	-25.4754-0.0597i	-31.9360-0.0625i	-12.1179+1.7208i	-30.9147-0.0622i
4.7125	-12.5031+0.0071i	-29.6096-0.0619i	-12.1788+0.0125i	-5.7493+0.2682i	-25.5491-0.0597i	-32.0531-0.0625i	-12.5717+1.7284i	-30.6009-0.0622i
4.7146	-12.5090+0.0071i	-29.5606-0.0619i	-12.1596+0.0129i	-5.7264+0.2701i	-25.4996-0.0597i	-32.1643-0.0625i	-12.9912+1.7347i	-30.4171-0.0621i
4.7167	-12.6139+0.0054i	-29.4938-0.0618i	-12.1228+0.0135i	-5.6071+0.2799i	-25.5212-0.0597i	-32.3267-0.0625i	-12.9386+1.7339i	-30.4144-0.0621i
4.7188	-12.5900+0.0058i	-29.3547-0.0618i	-12.1418+0.0132i	-5.6273+0.2782i	-25.4794-0.0597i	-32.4834-0.0626i	-13.4917+1.7415i	-30.1612-0.0620i
4.7208	-12.7728+0.0030i	-29.3243-0.0618i	-12.1443+0.0131i	-5.5746+0.2827i	-25.4811-0.0597i	-32.6779-0.0626i	-13.7328+1.7445i	-30.2432-0.0621i
4.7229	-12.7992+0.0026i	-29.2246-0.0618i	-12.1740+0.0126i	-5.6487+0.2765i	-25.5353-0.0597i	-32.8444-0.0626i	-14.0482+1.7481i	-30.1259-0.0620i
4.7250	-12.9754-0.0000i	-29.1817-0.0617i	-12.1402+0.0132i	-5.5986+0.2806i	-25.5584-0.0597i	-33.0561-0.0626i	-14.2155+1.7500i	-30.2964-0.0621i
4.7271	-12.8288+0.0021i	-29.1714-0.0617i	-12.1788+0.0125i	-5.5618+0.2838i	-25.5646-0.0597i	-33.2859-0.0627i	-14.4949+1.7529i	-30.0010-0.0620i
4.7292	-12.9672+0.0001i	-29.1048-0.0617i	-12.1645+0.0128i	-5.5760+0.2825i	-25.5675-0.0597i	-33.5501-0.0627i	-14.7228+1.7552i	-29.9789-0.0620i
4.7313	-12.8816+0.0013i	-28.9686-0.0617i	-12.2179+0.0119i	-5.5942+0.2810i	-25.5715-0.0597i	-33.8469-0.0628i	-14.9660+1.7575i	-29.8352-0.0620i
4.7333	-12.9289+0.0007i	-29.0035-0.0617i	-12.2397+0.0115i	-5.5985+0.2806i	-25.5215-0.0597i	-34.1287-0.0628i	-14.9887+1.7577i	-29.9149-0.0620i
4.7354	-12.8634+0.0016i	-28.8555-0.0616i	-12.2451+0.0114i	-5.5570+0.2842i	-25.5576-0.0597i	-34.4908-0.0628i	-15.3499+1.7609i	-29.7706-0.0619i
4.7375	-12.9284+0.0007i	-28.8863-0.0616i	-12.2344+0.0116i	-5.5894+0.2814i	-25.6024-0.0598i	-34.8036-0.0629i	-15.3059+1.7605i	-29.7982-0.0619i
4.7396	-12.8377+0.0020i	-28.7277-0.0616i	-12.2580+0.0112i	-5.5606+0.2839i	-25.5449-0.0597i	-34.7416-0.0628i	-15.6305+1.7632i	-29.6844-0.0619i
4.7417	-12.9049+0.0010i	-28.6691-0.0615i	-12.2692+0.0110i	-5.5725+0.2828i	-25.4894-0.0597i	-34.8514-0.0629i	-15.6917+1.7636i	-29.6921-0.0619i
4.7438	-12.9191+0.0008i	-28.6212-0.0615i	-12.3006+0.0105i	-5.6226+0.2786i	-25.5256-0.0597i	-34.8822-0.0629i	-15.7230+1.7639i	-29.6702-0.0619i
4.7458	-12.9336+0.0006i	-28.5540-0.0615i	-12.3042+0.0104i	-5.6091+0.2798i	-25.5940-0.0598i	-34.8201-0.0629i	-15.9323+1.7655i	-29.6528-0.0619i
4.7479	-12.9449+0.0004i	-28.5028-0.0615i	-12.3184+0.0102i	-5.6315+0.2779i	-25.6172-0.0598i	-34.9460-0.0629i	-15.9185+1.7654i	-29.6296-0.0619i
4.7500	-13.0331-0.0008i	-28.4832-0.0615i	-12.3498+0.0096i	-5.6489+0.2764i	-25.6388-0.0598i	-34.9037-0.0629i	-16.0111+1.7660i	-29.6584-0.0619i
4.7521	-12.9950-0.0003i	-28.4302-0.0614i	-12.3805+0.0091i	-5.6963+0.2725i	-25.6495-0.0598i	-35.0371-0.0629i	-16.1250+1.7668i	-29.6451-0.0619i
4.7542	-13.0194-0.0006i	-28.3866-0.0614i	-12.3714+0.0093i	-5.7054+0.2718i	-25.6484-0.0598i	-34.9873-0.0629i	-16.2084+1.7674i	-29.6136-0.0619i
4.7562	-13.0698-0.0014i	-28.4070-0.0614i	-12.3780+0.0092i	-5.6982+0.2724i	-25.7096-0.0599i	-35.1716-0.0629i	-16.2917+1.7680i	-29.5783-0.0619i
4.7583	-13.0659-0.0013i	-28.3188-0.0614i	-12.3936+0.0089i	-5.7323+0.2696i	-25.7194-0.0599i	-35.0656-0.0629i	-16.4078+1.7688i	-29.6332-0.0619i
4.7604	-13.1051-0.0019i	-28.3505-0.0614i	-12.3980+0.0088i	-5.7289+0.2699i	-25.7681-0.0599i	-35.2592-0.0629i	-16.4528+1.7691i	-29.5788-0.0619i
4.7625	-13.0482-0.0011i	-28.3085-0.0614i	-12.4175+0.0085i	-5.7453+0.2686i	-25.7158-0.0599i	-35.1080-0.0629i	-16.5378+1.7696i	-29.6257-0.0619i
4.7646	-13.0956-0.0017i	-28.2206-0.0614i	-12.4873+0.0074i	-5.9446+0.2530i	-25.7893-0.0599i	-35.3984-0.0629i	-16.5479+1.7697i	-29.6090-0.0619i
4.7667	-13.0385-0.0009i	-28.2049-0.0613i	-12.4860+0.0074i	-5.9107+0.2556i	-25.7286-0.0599i	-35.2433-0.0629i	-16.6399+1.7703i	-29.5884-0.0619i
4.7687	-13.0683-0.0013i	-28.2141-0.0614i	-12.4249+0.0084i	-5.7552+0.2678i	-25.7513-0.0599i	-35.4846-0.0629i	-16.8085+1.7713i	-29.5640-0.0619i
4.7708	-13.0383-0.0009i	-28.1690-0.0613i	-12.4531+0.0080i	-5.8297+0.2619i	-25.7628-0.0599i	-35.2904-0.0629i	-16.8532+1.7716i	-29.5680-0.0619i
4.7729	-13.0799-0.0015i	-28.1614-0.0613i	-12.4204+0.0085i	-5.7917+0.2649i	-25.7729-0.0599i	-35.5526-0.0629i	-16.7859+1.7712i	-29.6377-0.0619i
4.7750	-13.0237-0.0007i	-28.1168-0.0613i	-12.4222+0.0085i	-5.7880+0.2652i	-25.7124-0.0599i	-35.3326-0.0629i	-16.8992+1.7718i	-29.6184-0.0619i
4.7771	-13.0310-0.0008i	-28.0957-0.0613i	-12.4048+0.0087i	-5.7977+0.2644i	-25.7354-0.0599i	-35.5272-0.0629i	-16.9757+1.7723i	-29.6585-0.0619i
4.7792	-13.0245-0.0007i	-28.0609-0.0613i	-12.4151+0.0086i	-5.7657+0.2669i	-25.7385-0.0599i	-35.3285-0.0629i	-17.0106+1.7725i	-29.6324-0.0619i
4.7812	-12.9934-0.0003i	-28.0748-0.0613i	-12.3856+0.0091i	-5.7571+0.2676i	-25.7001-0.0598i	-35.5042-0.0629i	-17.1428+1.7732i	-29.6618-0.0619i
4.7833	-13.0251-0.0007i	-28.0366-0.0613i	-12.4125+0.0086i	-5.7679+0.2668i	-25.7019-0.0598i	-35.4460-0.0629i	-17.2868+1.7740i	-29.5629-0.0619i
4.7854	-13.0177-0.0006i	-28.0839-0.0613i	-12.3463+0.0097i	-5.6092+0.2798i	-25.7276-0.0599i	-35.5542-0.0629i	-17.2930+1.7741i	-29.6282-0.0619i
4.7875	-13.0351-0.0009i	-28.0594-0.0613i	-12.3267+0.0100i	-5.6321+0.2778i	-25.7105-0.0599i	-35.2672-0.0629i	-17.4452+1.7749i	-29.6425-0.0619i
4.7896	-13.0458-0.0010i	-28.1100-0.0613i	-12.4145+0.0086i	-5.7591+0.2675i	-25.6097-0.0598i	-35.5269-0.0629i	-17.5627+1.7755i	-29.5287-0.0619i
4.7917	-13.0279-0.0008i	-28.0817-0.0613i	-12.3611+0.0095i	-5.7254+0.2702i	-25.6387-0.0598i	-35.2826-0.0629i	-17.8910+1.7771i	-29.4657-0.0618i
4.7938	-13.0305-0.0008i	-28.0557-0.0613i	-12.3857+0.0090i	-5.7576+0.2676i	-25.6025-0.0598i	-35.3888-0.0629i	-17.9145+1.7772i	-29.4754-0.0618i
4.7958	-13.0709-0.0014i	-28.0873-0.0613i	-12.3877+0.0090i	-5.7323+0.2696i	-25.5452-0.0597i	-35.2357-0.0629i	-18.0547+1.7779i	-29.4699-0.0618i
4.7979	-13.0893-0.0016i	-28.0784-0.0613i	-12.4086+0.0087i	-5.7806+0.2657i	-25.5511-0.0597i	-35.3601-0.0629i	-18.1539+1.7783i	-29.4725-0.0618i
4.8000	-13.0497-0.0011i	-28.0660-0.0613i	-12.3865+0.0090i	-5.7851+0.2654i	-25.5314-0.0597i	-35.2838-0.0629i	-18.3135+1.7790i	-29.4102-0.0618i
4.8021	-13.0438-0.0010i	-28.0847-0.0613i	-12.3760+0.0092i	-5.7565+0.2677i	-25.5013-0.0597i	-35.3553-0.0629i	-18.5671+1.7801i	-29.4757-0.0618i
4.8042	-13.0770-0.0015i	-28.0796-0.0613i	-12.3746+0.0092i	-5.7830+0.2656i	-25.5034-0.0597i	-35.2299-0.0629i	-18.7673+1.7808i	-29.3901-0.0618i
4.8063	-13.0904-0.0016i	-28.0976-0.0613i	-12.3771+0.0092i	-5.8046+0.2638i	-25.4936-0.0597i	-35.3309-0.0629i	-18.8171+1.7810i	-29.4457-0.0618i
4.8083	-13.0900-0.0016i	-28.0945-0.0613i	-12.3704+0.0093i	-5.8008+0.2641i	-25.4825-0.0597i	-35.2366-0.0629i	-19.0096+1.7818i	-29.4022-0.0618i
4.8104	-13.1064-0.0019i	-28.0983-0.0613i	-12.3825+0.0091i	-5.8252+0.2622i	-25.4819-0.0597i	-35.2783-0.0629i	-19.0664+1.7820i	-29.4363-0.0618i
4.8125	-13.1150-0.0020i	-28.1283-0.0613i	-12.3963+0.0089i	-5.8229+0.2624i	-25.5047-0.0597i	-35.2357-0.0629i	-19.3228+1.7829i	-29.3885-0.0618i
4.8146	-13.0988-0.0018i	-28.1130-0.0613i	-12.4032+0.0088i	-5.8584+0.2596i	-25.4899-0.0597i	-35.3030-0.0629i	-19.5306+1.7836i	-29.3587-0.0618i
4.8167	-13.1069-0.0019i	-28.1507-0.0613i	-12.3910+0.0090i	-5.8712+0.2586i	-25.5110-0.0597i	-35.2245-0.0629i	-19.5650+1.7837i	-29.3634-0.0618i
4.8187	-13.1287-0.0022i	-28.1609-0.0613i	-12.3919+0.0089i	-5.8716+0.2586i	-25.5496-0.0597i	-35.2870-0.0629i	-19.8486+1.7845i	-29.3254-0.0618i
4.8208	-13.1601-0.0026i	-28.1830-0.0613i	-12.4033+0.0088i	-5.8993+0.2565i	-25.5537-0.0597i	-35.1960-0.0629i	-19.9796+1.7849i	-29.3802-0.0618i
4.8229	-13.1767-0.0028i	-28.1750-0.0613i	-12.4086+0.0087i	-5.9091+0.2557i	-25.5436-0.0597i	-35.2817-0.0629i	-20.0562+1.7852i	-29.3539-0.0618i
4.8250	-13.1625-0.0027i	-28.2085-0.0614i	-12.4081+0.0087i	-5.9299+0.2541i	-25.5646-0.0597i	-35.2102-0.0629i	-20.4108+1.7861i	-29.2923-0.0618i
